ID Pedido;Data Pedido;Data Envio;Modo Envio;Prioridade Pedido
MX-2014-109477;27-06-2014;02-07-2014;Classe Padrao;Medio
MX-2014-136770;16-01-2014;18-01-2014;Segunda Classe;Alto
IN-2014-48310;12-11-2014;16-11-2014;Classe Padrao;Medio
NI-2012-380;13-12-2012;17-12-2012;Classe Padrao;Alto
RS-2012-990;30-07-2012;01-08-2012;Segunda Classe;Critico
ES-2014-3703813;19-04-2014;22-04-2014;Primeira Classe;Medio
IN-2013-33974;18-10-2013;21-10-2013;Segunda Classe;Alto
NI-2014-9060;28-10-2014;03-11-2014;Classe Padrao;Medio
US-2014-133158;08-10-2014;12-10-2014;Classe Padrao;Medio
US-2012-102148;30-08-2012;03-09-2012;Classe Padrao;Alto
CA-2012-102722;18-04-2012;19-04-2012;Primeira Classe;Alto
BU-2014-880;13-02-2014;19-02-2014;Classe Padrao;Medio
IN-2014-80937;11-11-2014;15-11-2014;Classe Padrao;Alto
CA-2012-136420;20-11-2012;21-11-2012;Primeira Classe;Alto
EG-2014-1730;22-05-2014;28-05-2014;Classe Padrao;Medio
MX-2014-169418;02-12-2014;06-12-2014;Classe Padrao;Medio
ID-2014-78774;19-12-2014;26-12-2014;Classe Padrao;Medio
US-2014-114538;11-06-2014;16-06-2014;Classe Padrao;Alto
CA-2014-168102;25-04-2014;01-05-2014;Classe Padrao;Baixo
TU-2011-3360;25-04-2011;27-04-2011;Primeira Classe;Critico
MX-2011-145135;08-03-2011;08-03-2011;Mesmo Dia;Alto
IN-2013-24762;07-05-2013;12-05-2013;Segunda Classe;Medio
CA-2013-158575;19-11-2013;25-11-2013;Classe Padrao;Baixo
CA-2013-123337;17-09-2013;23-09-2013;Classe Padrao;Medio
US-2012-154550;20-12-2012;25-12-2012;Classe Padrao;Alto
US-2012-118185;05-11-2012;11-11-2012;Classe Padrao;Baixo
MX-2013-142965;29-04-2013;03-05-2013;Classe Padrao;Alto
ES-2012-4959766;24-08-2012;26-08-2012;Segunda Classe;Alto
IT-2012-3091951;19-03-2012;24-03-2012;Classe Padrao;Alto
ID-2012-17006;29-09-2012;03-10-2012;Classe Padrao;Alto
IN-2014-82218;29-07-2014;02-08-2014;Classe Padrao;Medio
PL-2014-920;29-09-2014;03-10-2014;Classe Padrao;Alto
SG-2014-4440;09-10-2014;10-10-2014;Primeira Classe;Critico
ES-2013-3908850;23-07-2013;24-07-2013;Primeira Classe;Alto
CA-2014-145429;22-07-2014;26-07-2014;Classe Padrao;Alto
CA-2013-4830;13-11-2013;19-11-2013;Classe Padrao;Medio
US-2011-122959;12-12-2011;12-12-2011;Mesmo Dia;Alto
CA-2012-162376;22-11-2012;25-11-2012;Segunda Classe;Critico
CG-2012-9700;18-01-2012;22-01-2012;Classe Padrao;Alto
IZ-2011-290;17-06-2011;18-06-2011;Primeira Classe;Medio
US-2011-126382;17-11-2011;21-11-2011;Classe Padrao;Medio
EG-2012-3510;21-08-2012;26-08-2012;Classe Padrao;Medio
ZA-2011-9390;11-07-2011;16-07-2011;Classe Padrao;Medio
US-2012-151050;10-03-2012;12-03-2012;Primeira Classe;Alto
ID-2013-61771;18-12-2013;23-12-2013;Classe Padrao;Medio
ID-2011-14220;23-08-2011;29-08-2011;Classe Padrao;Medio
MX-2014-109029;26-02-2014;03-03-2014;Classe Padrao;Medio
ES-2013-4637759;15-08-2013;16-08-2013;Primeira Classe;Critico
ES-2014-1012941;06-01-2014;11-01-2014;Classe Padrao;Medio
ES-2014-2331802;14-05-2014;16-05-2014;Segunda Classe;Alto
IN-2013-79978;13-09-2013;18-09-2013;Classe Padrao;Medio
IN-2012-51901;10-04-2012;14-04-2012;Classe Padrao;Medio
ID-2014-71039;24-01-2014;26-01-2014;Primeira Classe;Alto
US-2011-112991;10-12-2011;14-12-2011;Classe Padrao;Medio
RS-2012-6950;20-01-2012;25-01-2012;Classe Padrao;Alto
IN-2011-42024;28-04-2011;03-05-2011;Classe Padrao;Medio
EG-2012-8860;07-11-2012;09-11-2012;Segunda Classe;Alto
MX-2011-143336;21-03-2011;22-03-2011;Primeira Classe;Alto
MX-2013-162453;18-05-2013;19-05-2013;Primeira Classe;Medio
MX-2012-126536;24-10-2012;26-10-2012;Primeira Classe;Alto
ES-2013-4467445;02-03-2013;06-03-2013;Classe Padrao;Medio
IN-2012-79082;20-08-2012;25-08-2012;Segunda Classe;Alto
MX-2013-108658;26-09-2013;28-09-2013;Primeira Classe;Medio
ID-2014-62744;22-03-2014;24-03-2014;Segunda Classe;Alto
ID-2011-35633;08-12-2011;13-12-2011;Classe Padrao;Medio
CA-2012-139094;22-11-2012;27-11-2012;Classe Padrao;Medio
US-2011-126571;11-10-2011;15-10-2011;Classe Padrao;Medio
ZA-2014-1370;29-10-2014;02-11-2014;Classe Padrao;Medio
IV-2014-5280;14-06-2014;19-06-2014;Segunda Classe;Medio
IN-2011-60581;15-12-2011;20-12-2011;Classe Padrao;Medio
MA-2013-870;14-07-2013;19-07-2013;Classe Padrao;Medio
CA-2013-146150;14-02-2013;19-02-2013;Classe Padrao;Medio
RO-2014-1840;07-07-2014;12-07-2014;Classe Padrao;Medio
MX-2013-156335;05-03-2013;12-03-2013;Classe Padrao;Medio
IN-2012-77535;24-05-2012;28-05-2012;Classe Padrao;Alto
US-2012-147662;14-02-2012;19-02-2012;Classe Padrao;Alto
IZ-2014-5510;06-06-2014;06-06-2014;Mesmo Dia;Medio
RO-2013-7850;03-12-2013;08-12-2013;Classe Padrao;Alto
CA-2014-157252;21-01-2014;24-01-2014;Segunda Classe;Medio
CA-2013-108105;16-02-2013;23-02-2013;Classe Padrao;Medio
MX-2012-158673;20-03-2012;24-03-2012;Classe Padrao;Medio
US-2013-104976;05-03-2013;09-03-2013;Segunda Classe;Alto
IN-2014-61939;08-04-2014;15-04-2014;Classe Padrao;Medio
ES-2011-4410046;07-03-2011;08-03-2011;Primeira Classe;Alto
MX-2012-151505;27-12-2012;29-12-2012;Segunda Classe;Medio
MX-2013-103667;03-06-2013;08-06-2013;Segunda Classe;Alto
IT-2014-4272173;22-01-2014;27-01-2014;Classe Padrao;Medio
CA-2011-105270;11-11-2011;18-11-2011;Classe Padrao;Baixo
MX-2013-140718;07-11-2013;11-11-2013;Classe Padrao;Alto
ES-2012-3075381;29-09-2012;04-10-2012;Segunda Classe;Medio
CA-2014-103352;28-11-2014;01-12-2014;Segunda Classe;Medio
MX-2014-148684;19-12-2014;25-12-2014;Classe Padrao;Baixo
IN-2013-21479;03-03-2013;08-03-2013;Classe Padrao;Medio
US-2014-153948;07-11-2014;07-11-2014;Mesmo Dia;Critico
US-2014-104661;16-01-2014;19-01-2014;Primeira Classe;Alto
MX-2013-106726;31-10-2013;05-11-2013;Classe Padrao;Medio
ID-2012-40106;20-03-2012;25-03-2012;Classe Padrao;Medio
CA-2011-127187;04-12-2011;08-12-2011;Classe Padrao;Alto
ES-2014-4347130;11-08-2014;12-08-2014;Primeira Classe;Alto
IN-2011-55884;30-11-2011;07-12-2011;Classe Padrao;Medio
IN-2011-15053;29-08-2011;03-09-2011;Classe Padrao;Medio
IN-2011-85816;16-03-2011;22-03-2011;Classe Padrao;Medio
CA-2013-154060;03-05-2013;09-05-2013;Classe Padrao;Medio
CA-2013-3830;30-03-2013;30-03-2013;Mesmo Dia;Critico
BU-2014-9730;08-09-2014;12-09-2014;Classe Padrao;Alto
ES-2014-3745756;29-11-2014;02-12-2014;Segunda Classe;Medio
IT-2013-3678130;03-01-2013;09-01-2013;Classe Padrao;Medio
IN-2012-73440;21-02-2012;25-02-2012;Classe Padrao;Alto
MO-2013-8860;21-09-2013;26-09-2013;Classe Padrao;Medio
US-2013-117583;14-12-2013;18-12-2013;Classe Padrao;Medio
MX-2013-168683;19-12-2013;26-12-2013;Classe Padrao;Medio
IN-2014-48730;25-06-2014;27-06-2014;Segunda Classe;Alto
CA-2012-141250;19-01-2012;23-01-2012;Classe Padrao;Medio
NI-2012-2640;01-06-2012;06-06-2012;Classe Padrao;Medio
MX-2014-122133;25-09-2014;30-09-2014;Classe Padrao;Medio
IT-2014-3511710;13-06-2014;20-06-2014;Classe Padrao;Baixo
IN-2013-57046;24-06-2013;26-06-2013;Segunda Classe;Medio
ID-2011-43480;22-11-2011;24-11-2011;Primeira Classe;Alto
TU-2013-7240;09-04-2013;09-04-2013;Mesmo Dia;Alto
MA-2013-1960;27-08-2013;02-09-2013;Classe Padrao;Medio
CG-2011-4610;31-03-2011;31-03-2011;Mesmo Dia;Alto
US-2012-100069;29-06-2012;03-07-2012;Classe Padrao;Medio
ML-2014-6290;08-09-2014;12-09-2014;Classe Padrao;Medio
MX-2013-168123;31-01-2013;06-02-2013;Classe Padrao;Medio
MX-2014-132976;20-11-2014;25-11-2014;Classe Padrao;Medio
ES-2014-2045351;22-05-2014;28-05-2014;Classe Padrao;Medio
IN-2013-12610;13-07-2013;17-07-2013;Classe Padrao;Medio
TU-2014-7370;11-06-2014;11-06-2014;Mesmo Dia;Alto
IN-2014-17846;24-09-2014;01-10-2014;Classe Padrao;Medio
ID-2013-30628;03-12-2013;05-12-2013;Primeira Classe;Alto
IN-2014-57151;18-08-2014;25-08-2014;Classe Padrao;Baixo
ID-2011-84738;29-08-2011;02-09-2011;Classe Padrao;Alto
MX-2014-114601;07-08-2014;13-08-2014;Classe Padrao;Medio
MX-2013-155495;11-09-2013;15-09-2013;Classe Padrao;Alto
MX-2014-129287;11-03-2014;16-03-2014;Segunda Classe;Medio
IN-2011-56738;01-03-2011;05-03-2011;Classe Padrao;Medio
ID-2014-20422;12-10-2014;16-10-2014;Classe Padrao;Medio
IN-2014-44264;18-10-2014;23-10-2014;Classe Padrao;Medio
CA-2014-138611;15-11-2014;18-11-2014;Segunda Classe;Alto
MX-2013-150413;18-06-2013;18-06-2013;Mesmo Dia;Critico
IT-2012-1204965;19-01-2012;23-01-2012;Classe Padrao;Medio
ID-2014-78564;21-06-2014;25-06-2014;Classe Padrao;Alto
IN-2014-74077;04-09-2014;08-09-2014;Classe Padrao;Alto
IN-2012-40820;24-05-2012;28-05-2012;Classe Padrao;Medio
CA-2014-104003;08-10-2014;14-10-2014;Classe Padrao;Medio
RS-2011-8690;23-09-2011;27-09-2011;Classe Padrao;Alto
ES-2013-5973321;14-07-2013;20-07-2013;Classe Padrao;Baixo
CA-2014-106103;11-06-2014;16-06-2014;Classe Padrao;Alto
SO-2011-2000;21-03-2011;23-03-2011;Primeira Classe;Critico
MX-2014-148061;05-06-2014;07-06-2014;Segunda Classe;Critico
MX-2014-166492;27-03-2014;27-03-2014;Mesmo Dia;Medio
MX-2011-109596;05-05-2011;11-05-2011;Classe Padrao;Medio
ID-2013-68841;03-09-2013;08-09-2013;Classe Padrao;Alto
CA-2011-137589;03-11-2011;08-11-2011;Classe Padrao;Medio
UP-2014-8120;03-10-2014;08-10-2014;Classe Padrao;Alto
ES-2011-1418466;14-06-2011;18-06-2011;Segunda Classe;Alto
ES-2014-2804918;13-08-2014;19-08-2014;Classe Padrao;Medio
IN-2014-32462;05-03-2014;06-03-2014;Mesmo Dia;Alto
CA-2014-144904;26-09-2014;02-10-2014;Classe Padrao;Medio
US-2014-134698;24-12-2014;31-12-2014;Classe Padrao;Medio
IN-2013-66202;18-12-2013;22-12-2013;Classe Padrao;Alto
TU-2014-4510;12-08-2014;16-08-2014;Segunda Classe;Alto
US-2013-106845;13-12-2013;13-12-2013;Mesmo Dia;Critico
IT-2013-2494049;23-06-2013;28-06-2013;Classe Padrao;Medio
EZ-2013-8910;09-09-2013;12-09-2013;Segunda Classe;Medio
NI-2014-6020;05-12-2014;10-12-2014;Classe Padrao;Medio
CA-2012-104514;02-01-2012;04-01-2012;Segunda Classe;Critico
ES-2012-1431851;11-05-2012;15-05-2012;Classe Padrao;Medio
IN-2012-31741;24-04-2012;26-04-2012;Primeira Classe;Medio
IN-2011-67000;25-04-2011;28-04-2011;Primeira Classe;Critico
IN-2011-14101;04-08-2011;09-08-2011;Segunda Classe;Medio
TU-2013-2500;13-12-2013;20-12-2013;Classe Padrao;Baixo
MO-2012-3020;04-09-2012;10-09-2012;Classe Padrao;Medio
AO-2014-5450;19-02-2014;23-02-2014;Classe Padrao;Medio
TZ-2013-2370;11-07-2013;17-07-2013;Classe Padrao;Baixo
ES-2014-2815584;31-12-2014;04-01-2015;Classe Padrao;Alto
IR-2014-9630;18-09-2014;22-09-2014;Classe Padrao;Medio
MX-2011-129259;17-06-2011;22-06-2011;Classe Padrao;Alto
MX-2013-156454;08-01-2013;11-01-2013;Segunda Classe;Alto
ID-2011-77815;30-09-2011;02-10-2011;Segunda Classe;Alto
IN-2014-18084;05-06-2014;10-06-2014;Classe Padrao;Alto
MX-2011-105564;06-03-2011;09-03-2011;Segunda Classe;Alto
CA-2012-1220;06-09-2012;10-09-2012;Classe Padrao;Alto
ES-2014-2390994;29-08-2014;02-09-2014;Classe Padrao;Medio
IT-2014-5379132;26-09-2014;01-10-2014;Classe Padrao;Alto
IT-2014-3882620;26-08-2014;29-08-2014;Segunda Classe;Medio
CA-2014-141873;10-10-2014;15-10-2014;Classe Padrao;Medio
CA-2014-870;20-04-2014;25-04-2014;Segunda Classe;Medio
CA-2013-5310;06-08-2013;09-08-2013;Primeira Classe;Alto
IT-2011-2558119;05-05-2011;11-05-2011;Classe Padrao;Medio
CA-2014-145443;11-08-2014;16-08-2014;Segunda Classe;Medio
SF-2011-3910;17-06-2011;17-06-2011;Mesmo Dia;Critico
US-2011-104171;19-12-2011;26-12-2011;Classe Padrao;Medio
MX-2014-166814;28-01-2014;02-02-2014;Classe Padrao;Alto
ES-2012-3267066;20-06-2012;25-06-2012;Classe Padrao;Medio
BK-2014-7550;11-02-2014;15-02-2014;Classe Padrao;Alto
IR-2013-4420;16-08-2013;21-08-2013;Segunda Classe;Medio
MX-2014-121398;09-12-2014;11-12-2014;Segunda Classe;Critico
IT-2011-1900372;26-09-2011;01-10-2011;Classe Padrao;Medio
ID-2014-39042;22-06-2014;27-06-2014;Classe Padrao;Alto
ES-2014-3719722;23-09-2014;28-09-2014;Classe Padrao;Alto
ES-2014-5041758;17-02-2014;17-02-2014;Mesmo Dia;Alto
IN-2011-27471;03-09-2011;07-09-2011;Classe Padrao;Medio
CA-2012-133396;13-08-2012;15-08-2012;Primeira Classe;Medio
IT-2014-5876251;15-08-2014;18-08-2014;Primeira Classe;Alto
NI-2012-6420;23-08-2012;29-08-2012;Classe Padrao;Baixo
MX-2012-141320;20-06-2012;25-06-2012;Classe Padrao;Medio
IT-2013-1127161;22-06-2013;29-06-2013;Classe Padrao;Baixo
ES-2012-3131770;13-09-2012;17-09-2012;Classe Padrao;Medio
ES-2011-5010472;15-11-2011;18-11-2011;Primeira Classe;Medio
ES-2014-4515685;22-08-2014;27-08-2014;Classe Padrao;Alto
MX-2014-156503;02-10-2014;06-10-2014;Classe Padrao;Alto
ID-2014-53784;31-10-2014;06-11-2014;Classe Padrao;Medio
CA-2011-138527;12-09-2011;17-09-2011;Classe Padrao;Medio
CA-2012-168760;22-09-2012;26-09-2012;Segunda Classe;Alto
MX-2013-147298;29-07-2013;04-08-2013;Classe Padrao;Medio
ES-2013-3867083;08-04-2013;12-04-2013;Classe Padrao;Medio
IT-2014-5044898;26-09-2014;28-09-2014;Primeira Classe;Alto
ES-2011-5827080;12-08-2011;15-08-2011;Primeira Classe;Critico
CA-2013-168081;25-04-2013;28-04-2013;Segunda Classe;Alto
CA-2011-163412;20-12-2011;23-12-2011;Segunda Classe;Medio
CA-2012-132941;25-05-2012;28-05-2012;Primeira Classe;Alto
MX-2011-100790;19-10-2011;26-10-2011;Classe Padrao;Baixo
MX-2013-161893;18-02-2013;19-02-2013;Primeira Classe;Medio
ES-2013-5905999;02-04-2013;07-04-2013;Classe Padrao;Alto
AG-2014-6650;02-03-2014;07-03-2014;Classe Padrao;Medio
US-2012-135034;04-09-2012;09-09-2012;Classe Padrao;Medio
IT-2011-5982785;25-10-2011;27-10-2011;Segunda Classe;Alto
IN-2012-71508;28-09-2012;02-10-2012;Classe Padrao;Alto
US-2014-156909;17-07-2014;19-07-2014;Segunda Classe;Critico
ES-2014-3280029;01-07-2014;06-07-2014;Classe Padrao;Medio
IN-2012-42003;02-07-2012;06-07-2012;Classe Padrao;Medio
IN-2011-82246;11-08-2011;13-08-2011;Primeira Classe;Alto
ID-2012-83898;26-12-2012;30-12-2012;Classe Padrao;Alto
CA-2014-147228;10-09-2014;15-09-2014;Classe Padrao;Medio
CG-2012-7200;16-08-2012;22-08-2012;Classe Padrao;Medio
TU-2014-5660;25-03-2014;25-03-2014;Mesmo Dia;Critico
EG-2011-4940;12-12-2011;16-12-2011;Classe Padrao;Medio
ES-2013-4241023;03-02-2013;03-02-2013;Mesmo Dia;Medio
ES-2014-5478126;06-10-2014;10-10-2014;Segunda Classe;Alto
ID-2014-45027;10-05-2014;14-05-2014;Classe Padrao;Medio
IN-2013-54820;14-08-2013;18-08-2013;Segunda Classe;Alto
IN-2014-33099;21-04-2014;23-04-2014;Primeira Classe;Critico
IZ-2013-7910;19-11-2013;22-11-2013;Segunda Classe;Critico
ES-2012-3446562;24-11-2012;29-11-2012;Classe Padrao;Medio
ES-2013-2765433;07-11-2013;11-11-2013;Classe Padrao;Alto
IN-2011-29872;11-01-2011;15-01-2011;Classe Padrao;Alto
IN-2011-23187;22-09-2011;28-09-2011;Classe Padrao;Medio
IN-2013-43151;17-09-2013;20-09-2013;Segunda Classe;Alto
TU-2013-3850;15-11-2013;22-11-2013;Classe Padrao;Baixo
IN-2014-22718;27-10-2014;30-10-2014;Segunda Classe;Critico
MX-2014-103443;14-02-2014;20-02-2014;Classe Padrao;Medio
MX-2013-140592;16-08-2013;20-08-2013;Classe Padrao;Medio
US-2014-120607;20-05-2014;20-05-2014;Mesmo Dia;Alto
MX-2012-119207;13-03-2012;19-03-2012;Classe Padrao;Medio
US-2014-145660;14-11-2014;20-11-2014;Classe Padrao;Medio
CA-2012-148250;13-12-2012;17-12-2012;Classe Padrao;Alto
CA-2012-138534;17-07-2012;19-07-2012;Segunda Classe;Medio
IT-2014-5707545;07-11-2014;11-11-2014;Classe Padrao;Medio
ES-2012-4133534;06-02-2012;10-02-2012;Classe Padrao;Alto
IN-2014-44250;29-09-2014;03-10-2014;Classe Padrao;Alto
CA-2012-158939;26-11-2012;01-12-2012;Classe Padrao;Alto
CA-2011-124730;26-11-2011;26-11-2011;Mesmo Dia;Alto
TU-2014-6160;24-03-2014;26-03-2014;Segunda Classe;Critico
TU-2011-3230;23-11-2011;27-11-2011;Classe Padrao;Alto
MX-2014-158008;20-11-2014;26-11-2014;Classe Padrao;Medio
SF-2013-6350;20-09-2013;24-09-2013;Segunda Classe;Alto
SF-2011-7460;17-11-2011;22-11-2011;Classe Padrao;Alto
MX-2013-102260;27-08-2013;29-08-2013;Segunda Classe;Alto
MX-2014-142356;21-11-2014;22-11-2014;Primeira Classe;Critico
US-2014-167353;03-12-2014;06-12-2014;Segunda Classe;Medio
MX-2014-147354;03-10-2014;08-10-2014;Classe Padrao;Medio
IT-2014-5100651;01-07-2014;04-07-2014;Segunda Classe;Medio
IR-2013-7630;26-09-2013;01-10-2013;Classe Padrao;Medio
ID-2012-56192;14-02-2012;16-02-2012;Segunda Classe;Alto
IN-2013-76667;04-06-2013;09-06-2013;Segunda Classe;Medio
TZ-2013-6920;23-09-2013;25-09-2013;Segunda Classe;Alto
ES-2012-3246286;06-08-2012;11-08-2012;Classe Padrao;Medio
ES-2011-3470557;28-11-2011;03-12-2011;Classe Padrao;Medio
ES-2012-1986848;13-04-2012;17-04-2012;Classe Padrao;Medio
IT-2012-5640548;25-07-2012;30-07-2012;Classe Padrao;Medio
CA-2014-163531;27-06-2014;01-07-2014;Classe Padrao;Alto
MX-2014-139934;17-03-2014;21-03-2014;Classe Padrao;Medio
IT-2014-5319822;12-11-2014;16-11-2014;Classe Padrao;Medio
IN-2013-35017;07-06-2013;09-06-2013;Segunda Classe;Critico
CA-2011-137575;06-08-2011;11-08-2011;Classe Padrao;Medio
US-2014-102589;10-11-2014;15-11-2014;Classe Padrao;Medio
ES-2011-4178211;20-12-2011;24-12-2011;Classe Padrao;Alto
CA-2012-142419;11-07-2012;13-07-2012;Segunda Classe;Alto
CA-2013-101161;14-10-2013;21-10-2013;Classe Padrao;Baixo
CA-2012-2910;04-06-2012;08-06-2012;Classe Padrao;Medio
MX-2014-143182;19-02-2014;25-02-2014;Classe Padrao;Medio
IT-2012-3999113;22-12-2012;27-12-2012;Classe Padrao;Medio
RS-2014-9190;11-07-2014;15-07-2014;Classe Padrao;Alto
MX-2011-122847;03-06-2011;06-06-2011;Primeira Classe;Medio
CA-2011-116190;26-07-2011;01-08-2011;Classe Padrao;Medio
IR-2011-6140;11-02-2011;13-02-2011;Segunda Classe;Critico
MX-2011-106523;12-12-2011;13-12-2011;Primeira Classe;Medio
MX-2014-113929;25-10-2014;29-10-2014;Classe Padrao;Medio
ES-2014-4000341;04-09-2014;07-09-2014;Primeira Classe;Critico
ES-2014-5747773;24-04-2014;28-04-2014;Classe Padrao;Medio
ES-2014-2022735;13-10-2014;16-10-2014;Segunda Classe;Medio
SY-2012-9800;18-07-2012;22-07-2012;Classe Padrao;Alto
MX-2012-143987;26-09-2012;01-10-2012;Segunda Classe;Medio
IN-2012-80769;13-11-2012;18-11-2012;Segunda Classe;Alto
CA-2014-106180;19-09-2014;24-09-2014;Classe Padrao;Medio
CA-2014-140585;19-12-2014;24-12-2014;Segunda Classe;Medio
ES-2013-4265843;04-02-2013;08-02-2013;Segunda Classe;Medio
ES-2012-1915501;11-10-2012;16-10-2012;Classe Padrao;Alto
ID-2013-43025;29-05-2013;30-05-2013;Primeira Classe;Alto
ID-2012-10755;11-10-2012;18-10-2012;Classe Padrao;Medio
CA-2012-164427;31-07-2012;06-08-2012;Classe Padrao;Medio
EG-2012-730;20-06-2012;22-06-2012;Primeira Classe;Medio
US-2012-110569;23-05-2012;30-05-2012;Classe Padrao;Baixo
CG-2014-4970;16-02-2014;21-02-2014;Segunda Classe;Medio
IV-2013-4360;04-10-2013;08-10-2013;Classe Padrao;Alto
CA-2013-4030;21-08-2013;28-08-2013;Classe Padrao;Medio
MX-2011-118549;07-12-2011;12-12-2011;Classe Padrao;Medio
IN-2014-60350;13-05-2014;16-05-2014;Segunda Classe;Medio
CM-2013-7060;06-02-2013;10-02-2013;Classe Padrao;Alto
MX-2014-120334;09-12-2014;13-12-2014;Classe Padrao;Medio
MX-2013-107937;17-05-2013;17-05-2013;Mesmo Dia;Medio
US-2012-147081;20-07-2012;24-07-2012;Classe Padrao;Alto
IN-2013-47281;24-05-2013;26-05-2013;Segunda Classe;Alto
ES-2012-5897153;22-03-2012;22-03-2012;Mesmo Dia;Critico
ES-2014-3566095;10-03-2014;14-03-2014;Classe Padrao;Medio
CA-2012-111199;13-11-2012;17-11-2012;Classe Padrao;Alto
CA-2014-2080;23-09-2014;28-09-2014;Classe Padrao;Medio
US-2013-164077;27-09-2013;01-10-2013;Classe Padrao;Medio
ES-2012-2809459;17-03-2012;21-03-2012;Classe Padrao;Alto
IN-2011-81840;20-12-2011;25-12-2011;Classe Padrao;Medio
CA-2012-110947;09-06-2012;15-06-2012;Classe Padrao;Baixo
KZ-2014-7970;12-08-2014;14-08-2014;Segunda Classe;Alto
AU-2014-3670;17-12-2014;22-12-2014;Classe Padrao;Medio
IT-2014-5966070;28-01-2014;01-02-2014;Classe Padrao;Alto
IN-2011-18812;30-11-2011;03-12-2011;Primeira Classe;Critico
IN-2014-62233;24-11-2014;28-11-2014;Segunda Classe;Alto
US-2014-166891;30-05-2014;04-06-2014;Segunda Classe;Medio
ES-2013-4866061;28-05-2013;31-05-2013;Segunda Classe;Medio
ES-2012-5859259;13-08-2012;14-08-2012;Primeira Classe;Critico
IN-2013-79390;07-05-2013;12-05-2013;Classe Padrao;Medio
CA-2013-157707;11-10-2013;13-10-2013;Primeira Classe;Medio
IT-2013-1372622;04-06-2013;08-06-2013;Classe Padrao;Medio
IN-2011-42892;28-06-2011;02-07-2011;Segunda Classe;Medio
US-2014-152842;17-07-2014;24-07-2014;Classe Padrao;Medio
ES-2013-3877962;25-11-2013;30-11-2013;Classe Padrao;Alto
IN-2013-62898;07-05-2013;09-05-2013;Segunda Classe;Alto
AG-2011-9890;26-06-2011;02-07-2011;Classe Padrao;Medio
NG-2012-680;20-11-2012;24-11-2012;Segunda Classe;Medio
PL-2014-3650;21-01-2014;24-01-2014;Segunda Classe;Medio
MX-2013-117688;22-08-2013;27-08-2013;Classe Padrao;Medio
MX-2013-167808;25-06-2013;25-06-2013;Mesmo Dia;Critico
ES-2014-3412387;18-06-2014;24-06-2014;Classe Padrao;Medio
IN-2014-20331;29-05-2014;03-06-2014;Classe Padrao;Medio
US-2011-167738;24-12-2011;29-12-2011;Classe Padrao;Medio
CA-2014-108749;13-09-2014;16-09-2014;Primeira Classe;Alto
US-2011-122385;16-08-2011;20-08-2011;Classe Padrao;Medio
ES-2012-1667885;30-08-2012;01-09-2012;Primeira Classe;Alto
CA-2013-113747;29-05-2013;05-06-2013;Classe Padrao;Medio
TU-2013-1610;13-06-2013;17-06-2013;Segunda Classe;Alto
US-2013-167220;01-05-2013;02-05-2013;Primeira Classe;Medio
IN-2012-53175;18-06-2012;23-06-2012;Classe Padrao;Medio
IN-2012-79817;26-09-2012;30-09-2012;Classe Padrao;Medio
IR-2013-6140;16-10-2013;22-10-2013;Classe Padrao;Baixo
MX-2012-153612;26-06-2012;30-06-2012;Classe Padrao;Alto
IN-2012-24783;17-12-2012;20-12-2012;Segunda Classe;Medio
KG-2014-2870;02-12-2014;05-12-2014;Segunda Classe;Alto
MX-2014-138569;26-12-2014;27-12-2014;Primeira Classe;Alto
ES-2013-3426036;29-06-2013;04-07-2013;Classe Padrao;Medio
IT-2014-5768200;09-09-2014;14-09-2014;Segunda Classe;Medio
ES-2011-4261696;31-07-2011;04-08-2011;Classe Padrao;Alto
CA-2013-146941;11-12-2013;14-12-2013;Primeira Classe;Alto
ES-2011-5095223;02-11-2011;07-11-2011;Segunda Classe;Medio
ES-2014-3881453;29-12-2014;02-01-2015;Classe Padrao;Alto
ES-2013-2493030;10-04-2013;17-04-2013;Classe Padrao;Baixo
CA-2012-107678;21-04-2012;28-04-2012;Classe Padrao;Medio
IN-2014-35248;02-06-2014;06-06-2014;Classe Padrao;Alto
TU-2013-860;18-09-2013;23-09-2013;Classe Padrao;Medio
CA-2014-6350;23-09-2014;26-09-2014;Primeira Classe;Alto
CA-2011-123498;07-11-2011;09-11-2011;Primeira Classe;Alto
US-2014-107888;17-11-2014;20-11-2014;Primeira Classe;Alto
ES-2014-4403671;28-07-2014;31-07-2014;Segunda Classe;Medio
IN-2012-10986;16-05-2012;21-05-2012;Classe Padrao;Medio
CA-2014-161578;17-12-2014;22-12-2014;Segunda Classe;Alto
ZA-2012-4180;19-03-2012;24-03-2012;Classe Padrao;Medio
ID-2012-31419;06-11-2012;11-11-2012;Classe Padrao;Medio
US-2011-114377;05-11-2011;05-11-2011;Mesmo Dia;Medio
ES-2014-4434983;06-02-2014;10-02-2014;Segunda Classe;Alto
ES-2014-5885922;03-06-2014;08-06-2014;Classe Padrao;Medio
ID-2011-74784;19-08-2011;21-08-2011;Segunda Classe;Critico
IN-2011-82337;01-09-2011;05-09-2011;Classe Padrao;Alto
CA-2012-161263;16-04-2012;21-04-2012;Classe Padrao;Alto
CA-2014-154809;14-02-2014;18-02-2014;Classe Padrao;Alto
EG-2014-3700;29-11-2014;03-12-2014;Classe Padrao;Medio
MX-2011-140340;19-04-2011;24-04-2011;Segunda Classe;Medio
ES-2013-2933065;27-12-2013;02-01-2014;Classe Padrao;Medio
